44,E80.20
44,E80.29
44,N30
44,N30.01
44,N30.9
44,N30.90
44,N30.91
44,P54.9
44,R31
44,R31.9
44,R41.89
44,R58
44,T50.904
44,Z78.9
44,Z91.89
44,287.9
44,459.0
44,595
44,595.3
44,595.9
44,599.7
44,599.70
44,791.9
44,799.89
44,977.9
44,995.86
61,N95.1
61,R23.2
61,R29.898
61,R41.81
61,R41.89
61,R54
61,627.2
61,783.9
73,D09.9
73,E56.9
73,E78.00
73,E78.5
73,F02.80
73,F89
73,G30
73,G30.9
73,H04.12
73,H04.121
73,H04.122
73,H04.123
73,H04.129
73,H44
73,H44.9
73,H57.8
73,H57.9
73,H59.89
73,I10
73,I51.9
73,M06.9
73,M08.00
73,P29.2
73,Q02
73,Q12.0
73,Q78.0
73,R41.89
73,R94.30
73,Z33.1
73,Z91.89
73,153.9
73,185
73,230-234.99
73,233.5
73,234.9
73,260-269.99
73,269.1
73,269.2
73,269.9
73,272
73,272.0
73,272.4
73,272.9
73,279.49
73,290
73,290.8
73,294.2
73,294.20
73,296.99
73,314
73,314.01
73,314.9
73,331.0
73,331.11
73,331.81
73,331.9
73,332
73,332.0
73,360
73,360-379.99
73,360.9
73,362.74
73,372.0
73,372.00
73,375.15
73,379.9
73,379.90
73,379.93
73,390-459.99
73,401
73,401-405.99
73,401.9
73,429.2
73,429.9
73,434.91
73,459.9
73,460
73,69.92
73,714.0
73,745.0
73,765.10
73,780.97
73,780.99
73,781.2
73,797
73,799.21
73,88.7
73,959.01
73,994.2
73,995.20
73,997.91
73,V20.2
73,V22.2
73,V25.41
73,V27.9
74,B99.9
74,C83.5
74,C83.50
74,D49.9
74,D64.9
74,F32.9
74,F33.9
74,F79
74,G40.909
74,G72.0
74,I00
74,I00-I02
74,I01.1
74,I09.9
74,J17
74,K05.30
74,K27.9
74,K58
74,K58.0
74,K58.9
74,K59.0
74,K59.00
74,L10
74,L10.9
74,L20.83
74,L30.9
74,L55
74,L55.9
74,L56.8
74,L57.8
74,L63
74,L63.1
74,L63.2
74,L63.8
74,L63.9
74,L65.9
74,L67.1
74,L80
74,L87.1
74,L87.2
74,L90.5
74,L94.0
74,L94.6
74,L98.8
74,L98.9
74,M06.30
74,M06.9
74,M08.00
74,M08.90
74,M19.90
74,M32
74,M32.9
74,M33
74,M33.00
74,M33.01
74,M33.10
74,M33.9
74,M33.90
74,M33.92
74,M34.9
74,M36.0
74,N46.01
74,N46.8
74,N46.9
74,N48.6
74,N97.9
74,P78.82
74,P83.9
74,Q82.8
74,Q84.0
74,R19.5
74,R19.8
74,R45.4
74,R51
74,R53.83
74,R54
74,R68.12
74,R69
74,T50.905
74,T66
74,T79.8
74,T81.89
74,200.80
74,202.80
74,239.2
74,266.2
74,285.9
74,306.2
74,306.53
74,338-338.99
74,390-392.99
74,528.2
74,528.9
74,564.0
74,564.00
74,564.1
74,569.9
74,607.81
74,607.85
74,680-709.99
74,692.70
74,692.71
74,692.9
74,694.4
74,701.0
74,702.0
74,702.1
74,704.0
74,704.00
74,704.01
74,704.3
74,709.01
74,709.2
74,709.9
74,710.0
74,710.1
74,710.3
74,716.9
74,716.90
74,719.9
74,719.90
74,780.79
74,780.96
74,784.0
74,784.92
74,796.4
74,799.22
74,799.89
74,995.3
94,E66.9
94,F09
94,F32.81
94,F32.9
94,F33.9
94,F41.1
94,F41.9
94,F79
94,F81.9
94,F90
94,F90.1
94,F90.9
94,G20
94,G31.84
94,G40.309
94,G40.409
94,G40.419
94,G40.9
94,G40.909
94,G47
94,G47.0
94,G47.00
94,G47.9
94,G90.3
94,I69.919
94,M72.4
94,M79.1
94,M79.7
94,N94.3
94,P90
94,R41.841
94,R51
94,R56.9
94,Z56.0
94,Z68.41
94,Z73.819
94,278.00
94,294.9
94,296.20
94,300.00
94,307.51
94,307.59
94,314
94,314.01
94,314.9
94,327.3
94,332
94,332.0
94,334.0
94,345.9
94,345.90
94,625.4
94,729.0
94,729.1
94,780.39
94,780.5
94,780.50
94,780.52
94,780.54
94,784.0
94,784.92
99,C61
99,C79.51
99,C85.86
99,C85.96
99,C92.4
99,C92.40
99,C92.41
99,D61.9
99,D66
99,D68.9
99,D69.6
99,D69.8
99,D75.9
99,H44.81
99,H44.819
99,K06.8
99,K12.1
99,K13.79
99,K14.8
99,K70-K77
99,K74.60
99,K76.9
99,N00-N99
99,N50.9
99,N94.9
99,O45
99,O45.009
99,O45.019
99,O45.8X9
99,O45.9
99,O45.90
99,O46.90
99,P29.89
99,P54.9
99,P61.0
99,P61.6
99,R09.02
99,R25.1
99,R31
99,R31.9
99,R57.9
99,R58
99,R79.89
99,S05.1
99,S05.10
99,T14.9
99,T14.90
99,00-99.99
99,140-239.99
99,185
99,239
99,239-239.99
99,280-289.99
99,284.9
99,285.9
99,286
99,286.9
99,287.5
99,287.9
99,289.9
99,35-39.99
99,36.1
99,36.10
99,360.43
99,39.98
99,459.0
99,50
99,528.9
99,537.9
99,55
99,55-59.99
99,56
99,571
99,571.5
99,573.9
99,575.9
99,580-629.99
99,599.7
99,599.70
99,599.9
99,602.9
99,641.2
99,641.20
99,785.50
99,790.99
99,791.9
99,796.4
99,799.01
99,800-999.99
99,959.9
99,998.11
99,V20.2
103,A04.72
103,C80
103,C80.1
103,C81
103,C81.00
103,C81.01
103,C81.02
103,C81.03
103,C81.04
103,C81.06
103,C81.07
103,C81.08
103,C81.09
103,C81.75
103,C81.9
103,C81.90
103,C83.50
103,C83.70
103,C85.9
103,C85.90
103,C91.0
103,C91.00
103,C91.1
103,C91.10
103,C91.90
103,C92.0
103,C92.00
103,C92.Z0
103,C95
103,C95.0
103,C95.00
103,C95.9
103,C95.90
103,D49
103,K50
103,K50.9
103,K50.90
103,K51
103,K51.9
103,K51.90
103,K52.89
103,K58.0
103,P78.3
103,P92.09
103,R11.10
103,R19.5
103,R19.7
103,R25.1
103,140-239.99
103,199
103,199.1
103,200.1
103,200.5
103,200.80
103,201
103,201.0
103,201.1
103,201.10
103,201.2
103,201.20
103,201.9
103,201.90
103,202.5
103,202.80
103,204
103,204.0
103,204.00
103,204.1
103,204.10
103,204.9
103,204.90
103,205
103,205.0
103,205.00
103,205.1
103,205.10
103,205.9
103,205.90
103,208
103,208.0
103,208.00
103,208.9
103,208.90
103,238.4
103,239
103,239-239.99
103,338-338.99
103,555
103,555.9
103,556
103,556.8
103,556.9
103,558.9
103,696.0
103,709.9
103,780.60
103,780.96
103,783.21
103,783.9
103,787.7
103,787.91
103,995.3
110,C53.0
110,C53.1
110,C53.9
110,D06.9
110,L00-L08
110,L08.9
110,P39.4
110,180
110,180.9
110,680-686.99
110,686.9
110,84.17
